GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Sample_growth_protocol_ch1,Sample_treatment_protocol_ch1,Sample_description,BioSample,SRA,cell type,Genome_build,Supplementary_files_format_and_content,chip antibody,antibody,treatment,cell line
GSE130140,ChIPseq_CUTLL1_CTCF_rep2,GSM3732744,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,CUTLL1,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732744_CUTLL1_CTCF2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732744/suppl/GSM3732744_CUTLL1_CTCF2.bw,ChIPseq_CUTLL1_CTCF_rep2,158787780,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477018,https://www.ncbi.nlm.nih.gov/sra?term,CUTLL1,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_CUTLL1_CTCF_rep2,GSM3732744,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,CUTLL1,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732744_CUTLL1_CTCF2_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732744/suppl/GSM3732744_CUTLL1_CTCF2_sort_peaks.narrowPeak.bed.gz,ChIPseq_CUTLL1_CTCF_rep2,267004,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477018,https://www.ncbi.nlm.nih.gov/sra?term,CUTLL1,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_CUTLL1_CTCF_DMSO,GSM3732747,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,CUTLL1,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732747_CUTLL1_DMSO.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732747/suppl/GSM3732747_CUTLL1_DMSO.bw,ChIPseq_CUTLL1_CTCF_DMSO,219971324,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477126,https://www.ncbi.nlm.nih.gov/sra?term,CUTLL1,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_CUTLL1_CTCF_DMSO,GSM3732747,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,CUTLL1,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732747_CUTLL1_DMSO_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732747/suppl/GSM3732747_CUTLL1_DMSO_sort_peaks.narrowPeak.bed.gz,ChIPseq_CUTLL1_CTCF_DMSO,572641,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477126,https://www.ncbi.nlm.nih.gov/sra?term,CUTLL1,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_CUTLL1_CTCF_GSI,GSM3732749,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,CUTLL1,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732749_CUTLL1_GSI.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732749/suppl/GSM3732749_CUTLL1_GSI.bw,ChIPseq_CUTLL1_CTCF_GSI,358890446,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477124,https://www.ncbi.nlm.nih.gov/sra?term,CUTLL1,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_CUTLL1_CTCF_GSI,GSM3732749,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,CUTLL1,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732749_CUTLL1_GSI_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732749/suppl/GSM3732749_CUTLL1_GSI_sort_peaks.narrowPeak.bed.gz,ChIPseq_CUTLL1_CTCF_GSI,750087,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477124,https://www.ncbi.nlm.nih.gov/sra?term,CUTLL1,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Patient1_CTCF_rep1,GSM3732751,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Patient xenograft,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732751_Patient1_CTCF_rep1_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732751/suppl/GSM3732751_Patient1_CTCF_rep1_sort_peaks.narrowPeak.bed.gz,ChIPseq_Patient1_CTCF_rep1,612898,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477122,https://www.ncbi.nlm.nih.gov/sra?term,T-ALL from patient xenograft,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Patient1_CTCF_rep1,GSM3732751,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Patient xenograft,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732751_Patient1_CTCF_rep1_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732751/suppl/GSM3732751_Patient1_CTCF_rep1_treat.bw,ChIPseq_Patient1_CTCF_rep1,216592218,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477122,https://www.ncbi.nlm.nih.gov/sra?term,T-ALL from patient xenograft,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Patient1_CTCF_rep2,GSM3732752,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Patient xenograft,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732752_Patient1_CTCF_rep2_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732752/suppl/GSM3732752_Patient1_CTCF_rep2_sort_peaks.narrowPeak.bed.gz,ChIPseq_Patient1_CTCF_rep2,596269,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477121,https://www.ncbi.nlm.nih.gov/sra?term,T-ALL from patient xenograft,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Patient1_CTCF_rep2,GSM3732752,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Patient xenograft,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732752_Patient1_CTCF_rep2_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732752/suppl/GSM3732752_Patient1_CTCF_rep2_treat.bw,ChIPseq_Patient1_CTCF_rep2,237019215,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477121,https://www.ncbi.nlm.nih.gov/sra?term,T-ALL from patient xenograft,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Patient2_CTCF_rep1,GSM3732754,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Patient xenograft,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732754_Patient2_CTCF_rep1_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732754/suppl/GSM3732754_Patient2_CTCF_rep1_sort_peaks.narrowPeak.bed.gz,ChIPseq_Patient2_CTCF_rep1,396369,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477119,https://www.ncbi.nlm.nih.gov/sra?term,T-ALL from patient xenograft,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Patient2_CTCF_rep1,GSM3732754,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Patient xenograft,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732754_Patient2_CTCF_rep1_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732754/suppl/GSM3732754_Patient2_CTCF_rep1_treat.bw,ChIPseq_Patient2_CTCF_rep1,207293480,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477119,https://www.ncbi.nlm.nih.gov/sra?term,T-ALL from patient xenograft,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Patient2_CTCF_rep2,GSM3732755,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Patient xenograft,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732755_Patient2_CTCF_rep2_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732755/suppl/GSM3732755_Patient2_CTCF_rep2_sort_peaks.narrowPeak.bed.gz,ChIPseq_Patient2_CTCF_rep2,396008,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477118,https://www.ncbi.nlm.nih.gov/sra?term,T-ALL from patient xenograft,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Patient2_CTCF_rep2,GSM3732755,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Patient xenograft,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732755_Patient2_CTCF_rep2_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732755/suppl/GSM3732755_Patient2_CTCF_rep2_treat.bw,ChIPseq_Patient2_CTCF_rep2,210701626,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477118,https://www.ncbi.nlm.nih.gov/sra?term,T-ALL from patient xenograft,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Jurkat_CTCF_DMSO_rep1,GSM3732757,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732757_JURKAT_DMSO_rep1_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732757/suppl/GSM3732757_JURKAT_DMSO_rep1_sort_peaks.narrowPeak.bed.gz,ChIPseq_Jurkat_CTCF_DMSO_rep1,258576,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477116,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Jurkat_CTCF_DMSO_rep1,GSM3732757,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732757_JURKAT_DMSO_rep1_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732757/suppl/GSM3732757_JURKAT_DMSO_rep1_treat.bw,ChIPseq_Jurkat_CTCF_DMSO_rep1,299216811,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477116,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Jurkat_CTCF_DMSO_rep2,GSM3732758,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732758_JURKAT_DMSO_rep2_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732758/suppl/GSM3732758_JURKAT_DMSO_rep2_sort_peaks.narrowPeak.bed.gz,ChIPseq_Jurkat_CTCF_DMSO_rep2,336416,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477115,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Jurkat_CTCF_DMSO_rep2,GSM3732758,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732758_JURKAT_DMSO_rep2_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732758/suppl/GSM3732758_JURKAT_DMSO_rep2_treat.bw,ChIPseq_Jurkat_CTCF_DMSO_rep2,321805752,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477115,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,,
GSE130140,ChIPseq_Jurkat_CTCF_GSI3d_rep1,GSM3732761,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732761_JURKAT_GSI_3d_rep1_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732761/suppl/GSM3732761_JURKAT_GSI_3d_rep1_sort_peaks.narrowPeak.bed.gz,ChIPseq_Jurkat_CTCF_GSI3d_rep1,315232,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477112,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
