GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Sample_treatment_protocol_ch1,BioSample,SRA,strain,cell type,Genome_build,Supplementary_files_format_and_content,biological replicate,antibody,peturbation
GSE99311,M15D H3K27ac ChIP-Seq,GSM2640369,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,M15D organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640369_M15D_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640369/suppl/GSM2640369_M15D_H3K27ac.bigWig,M15D H3K27ac ChIP-Seq,269476254,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164034,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA peritoneum metastasis (M15D),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,T3 H3K4me1 ChIP-Seq,GSM2640370,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T3 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640370_T3_H3K4me1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640370/suppl/GSM2640370_T3_H3K4me1.bigWig,T3 H3K4me1 ChIP-Seq,265395762,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164033,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T3),mm9 and hg19,bigWig,,H3K4me1 (ab8895; Abcam),
GSE99311,T6 H3K4me1 ChIP-Seq,GSM2640371,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T6 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640371_T6_H3K4me1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640371/suppl/GSM2640371_T6_H3K4me1.bigWig,T6 H3K4me1 ChIP-Seq,316990925,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163961,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T6),mm9 and hg19,bigWig,,H3K4me1 (ab8895; Abcam),
GSE99311,T23 H3K4me1 ChIP-Seq,GSM2640372,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T23 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640372_T23_H3K4me1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640372/suppl/GSM2640372_T23_H3K4me1.bigWig,T23 H3K4me1 ChIP-Seq,246577630,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164050,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T23),mm9 and hg19,bigWig,,H3K4me1 (ab8895; Abcam),
GSE99311,M1L H3K4me1 ChIP-Seq,GSM2640373,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,M1L organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640373_M1L_H3K4me1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640373/suppl/GSM2640373_M1L_H3K4me1.bigWig,M1L H3K4me1 ChIP-Seq,363355716,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163962,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA liver metastasis (M1L),mm9 and hg19,bigWig,,H3K4me1 (ab8895; Abcam),
GSE99311,M3P H3K4me1 ChIP-Seq,GSM2640374,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,M3P organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640374_M3P_H3K4me1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640374/suppl/GSM2640374_M3P_H3K4me1.bigWig,M3P H3K4me1 ChIP-Seq,251554202,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164032,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA peritoneum metastasis (M3P),mm9 and hg19,bigWig,,H3K4me1 (ab8895; Abcam),
GSE99311,M10P H3K4me1 ChIP-Seq,GSM2640375,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,M10P organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640375_M10P_H3K4me1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640375/suppl/GSM2640375_M10P_H3K4me1.bigWig,M10P H3K4me1 ChIP-Seq,233647182,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164031,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA peritoneum metastasis (M10P),mm9 and hg19,bigWig,,H3K4me1 (ab8895; Abcam),
GSE99311,T3 FOXA1 ChIP-Seq,GSM2640376,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T3 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640376_T3_FOXA1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640376/suppl/GSM2640376_T3_FOXA1.bigWig,T3 FOXA1 ChIP-Seq,307679034,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164030,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T3),mm9 and hg19,bigWig,,FOXA1 (ab23738; Abcam),
GSE99311,T6 FOXA1 ChIP-Seq,GSM2640377,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T6 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640377_T6_FOXA1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640377/suppl/GSM2640377_T6_FOXA1.bigWig,T6 FOXA1 ChIP-Seq,131821578,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164029,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T6),mm9 and hg19,bigWig,,FOXA1 (ab23738; Abcam),
GSE99311,T23 FOXA1 ChIP-Seq,GSM2640378,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T23 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640378_T23_FOXA1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640378/suppl/GSM2640378_T23_FOXA1.bigWig,T23 FOXA1 ChIP-Seq,201150836,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164028,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T23),mm9 and hg19,bigWig,,FOXA1 (ab23738; Abcam),
GSE99311,M1L FOXA1 ChIP-Seq,GSM2640379,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,M1L organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640379_M1L_FOXA1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640379/suppl/GSM2640379_M1L_FOXA1.bigWig,M1L FOXA1 ChIP-Seq,275250359,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164027,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA liver metastasis (M1L),mm9 and hg19,bigWig,,FOXA1 (ab23738; Abcam),
GSE99311,M3P FOXA1 ChIP-Seq,GSM2640380,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,M3P organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640380_M3P_FOXA1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640380/suppl/GSM2640380_M3P_FOXA1.bigWig,M3P FOXA1 ChIP-Seq,257776549,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164026,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA peritoneum metastasis (M3P),mm9 and hg19,bigWig,,FOXA1 (ab23738; Abcam),
GSE99311,M10P FOXA1 ChIP-Seq,GSM2640381,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,M10P organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640381_M10P_FOXA1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640381/suppl/GSM2640381_M10P_FOXA1.bigWig,M10P FOXA1 ChIP-Seq,45340112,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164025,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA peritoneum metastasis (M10P),mm9 and hg19,bigWig,,FOXA1 (ab23738; Abcam),
GSE99311,hT1 H3K27ac ChIP-Seq,GSM2640402,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,hT1 organoid,Homo sapiens,9606,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL18573,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640402_hT1_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640402/suppl/GSM2640402_hT1_H3K27ac.bigWig,hT1 H3K27ac ChIP-Seq,176872227,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164004,https://www.ncbi.nlm.nih.gov/sra?term,PDA patient,Patient-derived PDA primary tumor organoid (hT1),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
GSE99311,hT3 H3K27ac ChIP-Seq,GSM2640403,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,hT3 organoid,Homo sapiens,9606,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL18573,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640403_hT3_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640403/suppl/GSM2640403_hT3_H3K27ac.bigWig,hT3 H3K27ac ChIP-Seq,202946531,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07164003,https://www.ncbi.nlm.nih.gov/sra?term,PDA patient,Patient-derived PDA primary tumor organoid (hT3),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),
