GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Genome_build,Supplementary_files_format_and_content,BioSample,SRA,growth media,cell line,mycn status,chip antibody
GSE138315,LA-N-5 H3K27me3 histone-ChIP-Seq,GSM4105314,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105314_LAN5-H3K27me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105314/suppl/GSM4105314_LAN5-H3K27me3.macs2.SPMR.IP.sorted.bw,LA-N-5 H3K27me3 histone-ChIP-Seq,300647775,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896815,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",LA-N-5,,"H3K27me3 (Millipore, #07-449)"
GSE138315,LA-N-5 H3K4me1 histone-ChIP-Seq,GSM4105315,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105315_LAN5-H3K4me1.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105315/suppl/GSM4105315_LAN5-H3K4me1.macs2.SPMR.IP.sorted.bw,LA-N-5 H3K4me1 histone-ChIP-Seq,489229627,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896814,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",LA-N-5,,"H3K4me1 (Active Motif, #39297)"
GSE138315,LA-N-5 H3K4me3 histone-ChIP-Seq,GSM4105316,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105316_LAN5-H3K4me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105316/suppl/GSM4105316_LAN5-H3K4me3.macs2.SPMR.IP.sorted.bw,LA-N-5 H3K4me3 histone-ChIP-Seq,233418820,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896813,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",LA-N-5,,"H3K4me3 (Active Motif, #39159)"
GSE138315,NB-1643 H3K27Ac histone-ChIP-Seq,GSM4105318,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105318_NB1643-H3K27Ac.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105318/suppl/GSM4105318_NB1643-H3K27Ac.macs2.SPMR.IP.sorted.bw,NB-1643 H3K27Ac histone-ChIP-Seq,346773127,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896811,https://www.ncbi.nlm.nih.gov/sra?term,"IMDM, 20% FBS, 1% Penicillin/Streptomycin, 2mM L-glutamine",NB-1643,,"H3K27Ac (Active Motif, #39133)"
GSE138315,NB-1643 H3K27me3 histone-ChIP-Seq,GSM4105319,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105319_NB1643-H3K27me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105319/suppl/GSM4105319_NB1643-H3K27me3.macs2.SPMR.IP.sorted.bw,NB-1643 H3K27me3 histone-ChIP-Seq,217557752,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896834,https://www.ncbi.nlm.nih.gov/sra?term,"IMDM, 20% FBS, 1% Penicillin/Streptomycin, 2mM L-glutamine",NB-1643,,"H3K27me3 (Millipore, #07-449)"
GSE138315,NB-1643 H3K4me1 histone-ChIP-Seq,GSM4105320,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105320_NB1643-H3K4me1.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105320/suppl/GSM4105320_NB1643-H3K4me1.macs2.SPMR.IP.sorted.bw,NB-1643 H3K4me1 histone-ChIP-Seq,432246820,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896833,https://www.ncbi.nlm.nih.gov/sra?term,"IMDM, 20% FBS, 1% Penicillin/Streptomycin, 2mM L-glutamine",NB-1643,,"H3K4me1 (Active Motif, #39297)"
GSE138315,NB-1643 H3K4me3 histone-ChIP-Seq,GSM4105321,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105321_NB1643-H3K4me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105321/suppl/GSM4105321_NB1643-H3K4me3.macs2.SPMR.IP.sorted.bw,NB-1643 H3K4me3 histone-ChIP-Seq,280771431,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896832,https://www.ncbi.nlm.nih.gov/sra?term,"IMDM, 20% FBS, 1% Penicillin/Streptomycin, 2mM L-glutamine",NB-1643,,"H3K4me3 (Active Motif, #39159)"
GSE138315,NB-69 H3K27Ac histone-ChIP-Seq,GSM4105323,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105323_NB69-H3K27Ac.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105323/suppl/GSM4105323_NB69-H3K27Ac.macs2.SPMR.IP.sorted.bw,NB-69 H3K27Ac histone-ChIP-Seq,468834328,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896830,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",NB-69,,"H3K27Ac (Active Motif, #39133)"
GSE138315,NB-69 H3K27me3 histone-ChIP-Seq,GSM4105324,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105324_NB69-H3K27me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105324/suppl/GSM4105324_NB69-H3K27me3.macs2.SPMR.IP.sorted.bw,NB-69 H3K27me3 histone-ChIP-Seq,305653621,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896829,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",NB-69,,"H3K27me3 (Millipore, #07-449)"
GSE138315,NB-69 H3K4me1 histone-ChIP-Seq,GSM4105325,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105325_NB69-H3K4me1.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105325/suppl/GSM4105325_NB69-H3K4me1.macs2.SPMR.IP.sorted.bw,NB-69 H3K4me1 histone-ChIP-Seq,367299413,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896828,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",NB-69,,"H3K4me1 (Active Motif, #39297)"
GSE138315,NB-69 H3K4me3 histone-ChIP-Seq,GSM4105326,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105326_NB69-H3K4me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105326/suppl/GSM4105326_NB69-H3K4me3.macs2.SPMR.IP.sorted.bw,NB-69 H3K4me3 histone-ChIP-Seq,185016479,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896827,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",NB-69,,"H3K4me3 (Active Motif, #39159)"
GSE138315,NBL-S H3K27Ac histone-ChIP-Seq,GSM4105328,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105328_NBLS-H3K27Ac.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105328/suppl/GSM4105328_NBLS-H3K27Ac.macs2.SPMR.IP.sorted.bw,NBL-S H3K27Ac histone-ChIP-Seq,432583187,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896807,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",NBL-S,,"H3K27Ac (Active Motif, #39133)"
GSE138315,NBL-S H3K27me3 histone-ChIP-Seq,GSM4105329,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105329_NBLS-H3K27me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105329/suppl/GSM4105329_NBLS-H3K27me3.macs2.SPMR.IP.sorted.bw,NBL-S H3K27me3 histone-ChIP-Seq,298068300,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896806,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",NBL-S,,"H3K27me3 (Millipore, #07-449)"
