GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_description,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_laboratory,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_relation,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,genome build,processed data files format and content,tissue,progression,genotype/variation,age,gender,Genome_build,Supplementary_files_format_and_content,strain,We selected the highest quality barcodes for each case based on two criteria
GSE138794,SF10127_snRNA-Seq,GSM4119522,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020363,GSE138794,0,GSM4119522_SF10127_barcodes.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119522/suppl/GSM4119522_SF10127_barcodes.tsv.gz,SF10127_snRNA-Seq,5078,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,44,Female,,,,
GSE138794,SF10127_snRNA-Seq,GSM4119522,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020363,GSE138794,0,GSM4119522_SF10127_features.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119522/suppl/GSM4119522_SF10127_features.tsv.gz,SF10127_snRNA-Seq,281222,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,44,Female,,,,
GSE138794,SF10127_snRNA-Seq,GSM4119522,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020363,GSE138794,0,GSM4119522_SF10127_matrix.mtx.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119522/suppl/GSM4119522_SF10127_matrix.mtx.gz,SF10127_snRNA-Seq,5003917,MTX,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,44,Female,,,,
GSE138794,SF11979_snRNA-Seq,GSM4119523,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020362,GSE138794,0,GSM4119523_SF11979sn_barcodes.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119523/suppl/GSM4119523_SF11979sn_barcodes.tsv.gz,SF11979_snRNA-Seq,3751,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,IDHR132H WT GBM,76,Female,,,,
GSE138794,SF11979_snRNA-Seq,GSM4119523,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020362,GSE138794,0,GSM4119523_SF11979sn_features.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119523/suppl/GSM4119523_SF11979sn_features.tsv.gz,SF11979_snRNA-Seq,281224,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,IDHR132H WT GBM,76,Female,,,,
GSE138794,SF11979_snRNA-Seq,GSM4119523,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020362,GSE138794,0,GSM4119523_SF11979sn_matrix.mtx.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119523/suppl/GSM4119523_SF11979sn_matrix.mtx.gz,SF11979_snRNA-Seq,2972372,MTX,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,IDHR132H WT GBM,76,Female,,,,
GSE138794,SF12090_snRNA-Seq,GSM4119524,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020361,GSE138794,0,GSM4119524_SF12090_barcodes.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119524/suppl/GSM4119524_SF12090_barcodes.tsv.gz,SF12090_snRNA-Seq,708,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,IDHR132H WT GBM,61,Male,,,,
GSE138794,SF12090_snRNA-Seq,GSM4119524,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020361,GSE138794,0,GSM4119524_SF12090_features.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119524/suppl/GSM4119524_SF12090_features.tsv.gz,SF12090_snRNA-Seq,281222,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,IDHR132H WT GBM,61,Male,,,,
GSE138794,SF12090_snRNA-Seq,GSM4119524,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020361,GSE138794,0,GSM4119524_SF12090_matrix.mtx.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119524/suppl/GSM4119524_SF12090_matrix.mtx.gz,SF12090_snRNA-Seq,866271,MTX,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,IDHR132H WT GBM,61,Male,,,,
GSE138794,SF12264_snRNA-Seq,GSM4119525,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020360,GSE138794,0,GSM4119525_SF12264_barcodes.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119525/suppl/GSM4119525_SF12264_barcodes.tsv.gz,SF12264_snRNA-Seq,11236,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,51,Female,,,,
GSE138794,SF12264_snRNA-Seq,GSM4119525,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020360,GSE138794,0,GSM4119525_SF12264_features.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119525/suppl/GSM4119525_SF12264_features.tsv.gz,SF12264_snRNA-Seq,281222,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,51,Female,,,,
GSE138794,SF12264_snRNA-Seq,GSM4119525,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020360,GSE138794,0,GSM4119525_SF12264_matrix.mtx.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119525/suppl/GSM4119525_SF12264_matrix.mtx.gz,SF12264_snRNA-Seq,24178288,MTX,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,51,Female,,,,
GSE138794,SF4400_snRNA-Seq,GSM4119526,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020359,GSE138794,0,GSM4119526_SF4400_barcodes.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119526/suppl/GSM4119526_SF4400_barcodes.tsv.gz,SF4400_snRNA-Seq,2761,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,51,Female,,,,
GSE138794,SF4400_snRNA-Seq,GSM4119526,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020359,GSE138794,0,GSM4119526_SF4400_features.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119526/suppl/GSM4119526_SF4400_features.tsv.gz,SF4400_snRNA-Seq,281221,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,51,Female,,,,
GSE138794,SF4400_snRNA-Seq,GSM4119526,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020359,GSE138794,0,GSM4119526_SF4400_matrix.mtx.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119526/suppl/GSM4119526_SF4400_matrix.mtx.gz,SF4400_snRNA-Seq,431939,MTX,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,51,Female,,,,
GSE138794,SF4297_snRNA-Seq,GSM4119527,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020358,GSE138794,0,GSM4119527_SF4297_barcodes.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119527/suppl/GSM4119527_SF4297_barcodes.tsv.gz,SF4297_snRNA-Seq,17968,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,39,Male,,,,
GSE138794,SF4297_snRNA-Seq,GSM4119527,Public on Oct 12 2019,Oct 11 2019,Feb 16 2021,SRA,1,Brain,Homo sapiens,9606,total RNA,"Nuclei were extracted from frozen tissues following the “Frakenstein” protocol developed by Luciano Martelotto, Ph.D., Melbourne, Centre for Cancer Research, Victorian Comprehensive Cancer Centre, and available from 10X Genomics, For fresh tissues, 10.2 μL of live cells, at a concentration of 1700 live-cells/μL,were loaded into the10X Chromium Single Cell capture chip. For frozen tissues, ~15,000 nuclei were loaded per capture. Single-cell/nucleus capture, reverse transcription, cell lysis, and library preparation were performed per manufacturer’s protocol. Sequencing was performed on an Illumina NovaSeq using apaired-end 100bp protocol.",Single Nuceli RNA seq,"For 10x scRNA-Seq and snRNA-Seq data, we utilized CellRanger (version 3.0.2) for data pre-processing and gene expression quantification, following the guidelines from the CellRanger website.",GPL24676,"Aaron,,Diaz",aaron.diaz@ucsf.edu,Diaz Lab,Neurological Surgery,"University of California, San Francisco",1450 3rd St,San Francisco,CA,94158,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN13020358,GSE138794,0,GSM4119527_SF4297_features.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4119nnn/GSM4119527/suppl/GSM4119527_SF4297_features.tsv.gz,SF4297_snRNA-Seq,281221,TSV,hg38,"Matrix file (mtx) includes sparse matrix of read counts, unique cell barcode files (tsv), and feature file (tsv)",glioma,Primary,GBM,39,Male,,,,
