GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,BioSample,SRA,"Raw reads were trimmed using trimmomatic (v0.35, Parameters","Each sample was aligned to hg38 genome using bowtie2 (v2.2.6, Parameters","Peak calling was first performed on after pooling all samples using MACS2 (v2.1.0, parameters",Genome_build,Supplementary_files_format_and_content,cell line,treatment,sgguide,genotype,"Each sample was aligned to hg38 genome using bowtie2 48 (v2.2.6, Parameters","Peak calling was performed using MACS2 49 (v2.1.0, parameters",chip-antibody
GSE124228,ChIP-Seq Sample_DMSO_MCF7_KO_BRG_1,GSM3526000,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3526000_Sample_DMSO_MCF7_KO_BRG.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3526nnn/GSM3526000/suppl/GSM3526000_Sample_DMSO_MCF7_KO_BRG.bw,ChIP-Seq Sample_DMSO_MCF7_KO_BRG_1,211160797,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621837,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgARID1A-1,ARID1A KO,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,BRG
GSE124228,ChIP-Seq Sample_DMSO_sg12_Control_ER_1,GSM3526002,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3526002_Sample_DMSO_sg12_Control_ER_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3526nnn/GSM3526002/suppl/GSM3526002_Sample_DMSO_sg12_Control_ER_1.bw,ChIP-Seq Sample_DMSO_sg12_Control_ER_1,317334710,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621834,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgNT-1,Control,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,ER
GSE124228,ChIP-Seq Sample_DMSO_sg12_Control_ER_2,GSM3526003,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3526003_Sample_DMSO_sg12_Control_ER_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3526nnn/GSM3526003/suppl/GSM3526003_Sample_DMSO_sg12_Control_ER_2.bw,ChIP-Seq Sample_DMSO_sg12_Control_ER_2,317453716,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621832,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgNT-1,Control,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,ER
GSE124228,ChIP-Seq Sample_DMSO_sg1_KO_ER_1,GSM3526004,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3526004_Sample_DMSO_sg1_KO_ER_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3526nnn/GSM3526004/suppl/GSM3526004_Sample_DMSO_sg1_KO_ER_1.bw,ChIP-Seq Sample_DMSO_sg1_KO_ER_1,342890916,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621831,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgARID1A-1,ARID1A KO,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,ER
GSE124228,ChIP-Seq Sample_DMSO_sg1_KO_ER_2,GSM3526005,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3526005_Sample_DMSO_sg1_KO_ER_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3526nnn/GSM3526005/suppl/GSM3526005_Sample_DMSO_sg1_KO_ER_2.bw,ChIP-Seq Sample_DMSO_sg1_KO_ER_2,332831221,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621824,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgARID1A-1,ARID1A KO,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,ER
GSE124228,ChIP-Seq Sample_DMSO_sg2_KO_ER_1,GSM3526006,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3526006_Sample_DMSO_sg2_KO_ER_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3526nnn/GSM3526006/suppl/GSM3526006_Sample_DMSO_sg2_KO_ER_1.bw,ChIP-Seq Sample_DMSO_sg2_KO_ER_1,304116854,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621830,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgARID1A-2,ARID1A KO,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,ER
GSE124228,ChIP-Seq Sample_DMSO_sg2_KO_ER_2,GSM3526007,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3526007_Sample_DMSO_sg2_KO_ER_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3526nnn/GSM3526007/suppl/GSM3526007_Sample_DMSO_sg2_KO_ER_2.bw,ChIP-Seq Sample_DMSO_sg2_KO_ER_2,333645224,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621829,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgARID1A-2,ARID1A KO,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,ER
GSE124228,ChIP-Seq Sample_DMSO_sg12_Control_H3K27ac_1,GSM3526008,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3526008_Sample_DMSO_sg12_Control_H3K27ac_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3526nnn/GSM3526008/suppl/GSM3526008_Sample_DMSO_sg12_Control_H3K27ac_1.bw,ChIP-Seq Sample_DMSO_sg12_Control_H3K27ac_1,208165443,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621828,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgNT-1,Control,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,H3K27ac
GSE124228,ChIP-Seq Sample_DMSO_sg12_Control_H3K27ac_2,GSM3526009,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3526009_Sample_DMSO_sg12_Control_H3K27ac_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3526nnn/GSM3526009/suppl/GSM3526009_Sample_DMSO_sg12_Control_H3K27ac_2.bw,ChIP-Seq Sample_DMSO_sg12_Control_H3K27ac_2,265675371,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621827,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgNT-1,Control,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,H3K27ac
GSE124228,ChIP-Seq Sample_DMSO_sg1_KO_H3K27ac_1,GSM3526010,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3526010_Sample_DMSO_sg1_KO_H3K27ac_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3526nnn/GSM3526010/suppl/GSM3526010_Sample_DMSO_sg1_KO_H3K27ac_1.bw,ChIP-Seq Sample_DMSO_sg1_KO_H3K27ac_1,300400395,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621825,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgARID1A-1,ARID1A KO,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,H3K27ac
GSE124228,ChIP-Seq Sample_DMSO_sg1_KO_H3K27ac_2,GSM3526011,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3526011_Sample_DMSO_sg1_KO_H3K27ac_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3526nnn/GSM3526011/suppl/GSM3526011_Sample_DMSO_sg1_KO_H3K27ac_2.bw,ChIP-Seq Sample_DMSO_sg1_KO_H3K27ac_2,242202250,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621823,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgARID1A-1,ARID1A KO,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,H3K27ac
GSE124228,ChIP-Seq Sample_DMSO_sg2_KO_H3K27ac_1,GSM3526012,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3526012_Sample_DMSO_sg2_KO_H3K27ac_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3526nnn/GSM3526012/suppl/GSM3526012_Sample_DMSO_sg2_KO_H3K27ac_1.bw,ChIP-Seq Sample_DMSO_sg2_KO_H3K27ac_1,262111114,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621821,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgARID1A-2,ARID1A KO,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,H3K27ac
GSE124228,ChIP-Seq Sample_DMSO_sg2_KO_H3K27ac_2,GSM3526013,Public on Nov 13 2019,Dec 20 2018,Nov 15 2019,SRA,1,Breast Cancer Cell,Homo sapiens,9606,N/A,"MCF7 cells were obtained from ATCC and were cultured in DMEM/F-12 (Corning) and supplemented with 10% FBS, MEM non-essential amino acids (Corning), 50U/ml penicillin, and 50ng/ml streptomycin under normal oxygen conditions (5% CO2, 37 °C)",genomic DNA,"Cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration. The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the indicated antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment. DNA fragments were eluted using AMP Pure beads, ChIP-seq libraries were prepared using 10 ng of DNA and Illumina's TruSeq ChIP sample prep.Libraries were validated using the Agient Technologies 2100 Bioanalyzer and Qubit high sensitivity assay.","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124225, GSE124228",0,GSM3526013_Sample_DMSO_sg2_KO_H3K27ac_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3526nnn/GSM3526013/suppl/GSM3526013_Sample_DMSO_sg2_KO_H3K27ac_2.bw,ChIP-Seq Sample_DMSO_sg2_KO_H3K27ac_2,258193563,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN10621820,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,MCF-7,,sgARID1A-2,ARID1A KO,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,H3K27ac
