GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_laboratory,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Sample_treatment_protocol_ch1,tumor type,cell type,cell line,chip antibody,BioSample,SRA,Genome_build,Supplementary_files_format_and_content,treatment compound,treatment time
GSE124864,PETA_D1,GSM3557241,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,PeTa,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557241_PETA_D1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557241/suppl/GSM3557241_PETA_D1.count.txt.gz,PETA_D1,291644,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,PeTa,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719183,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,1 day
GSE124864,PETA_D2,GSM3557242,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,PeTa,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557242_PETA_D2.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557242/suppl/GSM3557242_PETA_D2.count.txt.gz,PETA_D2,291493,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,PeTa,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719182,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,1 day
GSE124864,PETA_D3,GSM3557243,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,PeTa,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557243_PETA_D3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557243/suppl/GSM3557243_PETA_D3.count.txt.gz,PETA_D3,292310,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,PeTa,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719181,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,1 day
GSE124864,PETA_L1,GSM3557244,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,PeTa,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557244_PETA_L1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557244/suppl/GSM3557244_PETA_L1.count.txt.gz,PETA_L1,292534,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,PeTa,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719180,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,CPI-670242,1 day
GSE124864,PETA_L2,GSM3557245,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,PeTa,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557245_PETA_L2.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557245/suppl/GSM3557245_PETA_L2.count.txt.gz,PETA_L2,292863,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,PeTa,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719179,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,CPI-670242,1 day
GSE124864,PETA_L3,GSM3557246,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,PeTa,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557246_PETA_L3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557246/suppl/GSM3557246_PETA_L3.count.txt.gz,PETA_L3,292029,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,PeTa,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719178,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,CPI-670242,1 day
GSE124864,broli_D1,GSM3557247,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,BroLi,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557247_broli_D1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557247/suppl/GSM3557247_broli_D1.count.txt.gz,broli_D1,295189,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,BroLi,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719177,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,1 day
GSE124864,broli_D2,GSM3557248,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,BroLi,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557248_broli_D2.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557248/suppl/GSM3557248_broli_D2.count.txt.gz,broli_D2,291894,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,BroLi,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719176,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,1 day
GSE124864,broli_D3,GSM3557249,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,BroLi,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557249_broli_D3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557249/suppl/GSM3557249_broli_D3.count.txt.gz,broli_D3,292380,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,BroLi,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719175,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,1 day
GSE124864,broli_L1,GSM3557250,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,BroLi,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557250_broli_L1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557250/suppl/GSM3557250_broli_L1.count.txt.gz,broli_L1,293560,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,BroLi,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719174,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,CPI-670242,1 day
GSE124864,broli_L2,GSM3557251,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,BroLi,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557251_broli_L2.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557251/suppl/GSM3557251_broli_L2.count.txt.gz,broli_L2,292638,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,BroLi,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719173,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,CPI-670242,1 day
GSE124864,broli_L3,GSM3557252,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,BroLi,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557252_broli_L3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557252/suppl/GSM3557252_broli_L3.count.txt.gz,broli_L3,288435,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,BroLi,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719172,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,CPI-670242,1 day
GSE124864,UISO_D1,GSM3557253,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,UISO,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557253_UISO_D1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557253/suppl/GSM3557253_UISO_D1.count.txt.gz,UISO_D1,288120,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,UISO,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719171,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,1 day
GSE124864,UISO_D2,GSM3557254,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,UISO,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557254_UISO_D2.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557254/suppl/GSM3557254_UISO_D2.count.txt.gz,UISO_D2,289168,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,UISO,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719170,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,1 day
GSE124864,UISO_D3,GSM3557255,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,UISO,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557255_UISO_D3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557255/suppl/GSM3557255_UISO_D3.count.txt.gz,UISO_D3,288927,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,UISO,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719169,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,1 day
GSE124864,UISO_L1,GSM3557256,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,UISO,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557256_UISO_L1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557256/suppl/GSM3557256_UISO_L1.count.txt.gz,UISO_L1,290412,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,UISO,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719168,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,CPI-670242,1 day
GSE124864,UISO_L2,GSM3557257,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,UISO,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557257_UISO_L2.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557257/suppl/GSM3557257_UISO_L2.count.txt.gz,UISO_L2,292293,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,UISO,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719167,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,CPI-670242,1 day
GSE124864,UISO_L3,GSM3557258,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,UISO,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124857, GSE124864",0,GSM3557258_UISO_L3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557258/suppl/GSM3557258_UISO_L3.count.txt.gz,UISO_L3,293962,TXT,Cells were treated with either GSK-LSD1 or CPI-670242 for 1 or 3 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,UISO,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719166,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,CPI-670242,1 day
GSE124864,DMSO1,GSM3557515,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124861, GSE124864",0,GSM3557515_DMSO1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557515/suppl/GSM3557515_DMSO1.count.txt.gz,DMSO1,100376,TXT,Cells were treated with either GSK-LSD1 and or dBRD for 6 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719204,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,6 days
GSE124864,DMSO3,GSM3557517,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124861, GSE124864",0,GSM3557517_DMSO3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557517/suppl/GSM3557517_DMSO3.count.txt.gz,DMSO3,95527,TXT,Cells were treated with either GSK-LSD1 and or dBRD for 6 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719203,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,Control,6 days
GSE124864,LSD1i_1,GSM3557519,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124861, GSE124864",0,GSM3557519_LSD1i_1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557519/suppl/GSM3557519_LSD1i_1.count.txt.gz,LSD1i_1,95163,TXT,Cells were treated with either GSK-LSD1 and or dBRD for 6 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719202,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,GSK-LSD1 0.1uM,6 days
GSE124864,LSD1i_3,GSM3557521,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124861, GSE124864",0,GSM3557521_LSD1i_3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557521/suppl/GSM3557521_LSD1i_3.count.txt.gz,LSD1i_3,94929,TXT,Cells were treated with either GSK-LSD1 and or dBRD for 6 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719201,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,GSK-LSD1 0.1uM,6 days
