GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_laboratory,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,BioSample,SRA,cell line,genotype,treatment,time,ATAC-seq reads were aligned to hg19 using Bowtie with the following parameters,Genome_build,Supplementary_files_format_and_content,Sequencing reads were aligned to the hg19 build of the human genome using Bowtie with the following parameters,chip antibody
GSE132430,WTClone1_Rep1_E2 (ChIP-seq),GSM3863225,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,Media was changed 1 day prior to inductions and Ishikawa ESR1 mutant and wildtype clonal cell lines were induced with DMSO or 10 nM E2 for one hour.,"Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"Fixation was performed by treating cells with 1% formaldehyde for 10 minutes at room temperature. The cross-linking reaction was stopped with the addition of glycine to a final concentration of 125 mM. Cells were then washed with cold PBS and harvested via cell scraping in Farnham lysis buffer supplemented with protease inhibitors., Chromatin immunoprecipitation was performed as previously described (Reddy et al. Genome Research 2009) with an Anti-FLAG (Sigma-Aldrich M2) antibody that recognizes a FLAG tag on ESR1.","MACS2 was used to call peaks with a p-value cutoff of 1*10-10 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE132426, GSE132430",0,GSM3863225_WTClone1_Rep1_E2_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863225/suppl/GSM3863225_WTClone1_Rep1_E2_stringent_treat_pileup_sorted.bedgraph.gz,WTClone1_Rep1_E2 (ChIP-seq),293455406,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998545,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 1,WT ESR1,10nM E2,1 hr,,hg19,narrowPeak files (from MACS2),-m 1 -t --best -q -S -I 32 -e 80 -n 2.,"Anti-FLAG (Sigma-Aldrich M2, lot# SLBX2256) antibody that recognizes FLAG tag on ESR1"
GSE132430,WTClone1_Rep1_DMSO (ChIP-seq),GSM3863226,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,Media was changed 1 day prior to inductions and Ishikawa ESR1 mutant and wildtype clonal cell lines were induced with DMSO or 10 nM E2 for one hour.,"Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"Fixation was performed by treating cells with 1% formaldehyde for 10 minutes at room temperature. The cross-linking reaction was stopped with the addition of glycine to a final concentration of 125 mM. Cells were then washed with cold PBS and harvested via cell scraping in Farnham lysis buffer supplemented with protease inhibitors., Chromatin immunoprecipitation was performed as previously described (Reddy et al. Genome Research 2009) with an Anti-FLAG (Sigma-Aldrich M2) antibody that recognizes a FLAG tag on ESR1.","MACS2 was used to call peaks with a p-value cutoff of 1*10-10 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE132426, GSE132430",0,GSM3863226_WTClone1_Rep1_DMSO_stringent_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863226/suppl/GSM3863226_WTClone1_Rep1_DMSO_stringent_peaks.narrowPeak.gz,WTClone1_Rep1_DMSO (ChIP-seq),1708,NARROWPEAK,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998544,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 1,WT ESR1,0.1% DMSO,1 hr,,hg19,narrowPeak files (from MACS2),-m 1 -t --best -q -S -I 32 -e 80 -n 2.,"Anti-FLAG (Sigma-Aldrich M2, lot# SLBX2256) antibody that recognizes FLAG tag on ESR1"
GSE132430,WTClone1_Rep1_DMSO (ChIP-seq),GSM3863226,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,Media was changed 1 day prior to inductions and Ishikawa ESR1 mutant and wildtype clonal cell lines were induced with DMSO or 10 nM E2 for one hour.,"Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"Fixation was performed by treating cells with 1% formaldehyde for 10 minutes at room temperature. The cross-linking reaction was stopped with the addition of glycine to a final concentration of 125 mM. Cells were then washed with cold PBS and harvested via cell scraping in Farnham lysis buffer supplemented with protease inhibitors., Chromatin immunoprecipitation was performed as previously described (Reddy et al. Genome Research 2009) with an Anti-FLAG (Sigma-Aldrich M2) antibody that recognizes a FLAG tag on ESR1.","MACS2 was used to call peaks with a p-value cutoff of 1*10-10 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE132426, GSE132430",0,GSM3863226_WTClone1_Rep1_DMSO_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863226/suppl/GSM3863226_WTClone1_Rep1_DMSO_stringent_treat_pileup_sorted.bedgraph.gz,WTClone1_Rep1_DMSO (ChIP-seq),41433194,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998544,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 1,WT ESR1,0.1% DMSO,1 hr,,hg19,narrowPeak files (from MACS2),-m 1 -t --best -q -S -I 32 -e 80 -n 2.,"Anti-FLAG (Sigma-Aldrich M2, lot# SLBX2256) antibody that recognizes FLAG tag on ESR1"
GSE132430,WTClone1_Rep2_E2 (ChIP-seq),GSM3863227,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,Media was changed 1 day prior to inductions and Ishikawa ESR1 mutant and wildtype clonal cell lines were induced with DMSO or 10 nM E2 for one hour.,"Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"Fixation was performed by treating cells with 1% formaldehyde for 10 minutes at room temperature. The cross-linking reaction was stopped with the addition of glycine to a final concentration of 125 mM. Cells were then washed with cold PBS and harvested via cell scraping in Farnham lysis buffer supplemented with protease inhibitors., Chromatin immunoprecipitation was performed as previously described (Reddy et al. Genome Research 2009) with an Anti-FLAG (Sigma-Aldrich M2) antibody that recognizes a FLAG tag on ESR1.","MACS2 was used to call peaks with a p-value cutoff of 1*10-10 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE132426, GSE132430",0,GSM3863227_WTClone1_Rep2_E2_stringent_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863227/suppl/GSM3863227_WTClone1_Rep2_E2_stringent_peaks.narrowPeak.gz,WTClone1_Rep2_E2 (ChIP-seq),929064,NARROWPEAK,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998543,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 1,WT ESR1,10nM E2,1 hr,,hg19,narrowPeak files (from MACS2),-m 1 -t --best -q -S -I 32 -e 80 -n 2.,"Anti-FLAG (Sigma-Aldrich M2, lot# SLBX2256) antibody that recognizes FLAG tag on ESR1"
GSE132430,WTClone1_Rep2_E2 (ChIP-seq),GSM3863227,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,Media was changed 1 day prior to inductions and Ishikawa ESR1 mutant and wildtype clonal cell lines were induced with DMSO or 10 nM E2 for one hour.,"Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"Fixation was performed by treating cells with 1% formaldehyde for 10 minutes at room temperature. The cross-linking reaction was stopped with the addition of glycine to a final concentration of 125 mM. Cells were then washed with cold PBS and harvested via cell scraping in Farnham lysis buffer supplemented with protease inhibitors., Chromatin immunoprecipitation was performed as previously described (Reddy et al. Genome Research 2009) with an Anti-FLAG (Sigma-Aldrich M2) antibody that recognizes a FLAG tag on ESR1.","MACS2 was used to call peaks with a p-value cutoff of 1*10-10 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE132426, GSE132430",0,GSM3863227_WTClone1_Rep2_E2_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863227/suppl/GSM3863227_WTClone1_Rep2_E2_stringent_treat_pileup_sorted.bedgraph.gz,WTClone1_Rep2_E2 (ChIP-seq),116335479,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998543,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 1,WT ESR1,10nM E2,1 hr,,hg19,narrowPeak files (from MACS2),-m 1 -t --best -q -S -I 32 -e 80 -n 2.,"Anti-FLAG (Sigma-Aldrich M2, lot# SLBX2256) antibody that recognizes FLAG tag on ESR1"
GSE132430,WTClone1_Rep2_DMSO (ChIP-seq),GSM3863228,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,Media was changed 1 day prior to inductions and Ishikawa ESR1 mutant and wildtype clonal cell lines were induced with DMSO or 10 nM E2 for one hour.,"Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"Fixation was performed by treating cells with 1% formaldehyde for 10 minutes at room temperature. The cross-linking reaction was stopped with the addition of glycine to a final concentration of 125 mM. Cells were then washed with cold PBS and harvested via cell scraping in Farnham lysis buffer supplemented with protease inhibitors., Chromatin immunoprecipitation was performed as previously described (Reddy et al. Genome Research 2009) with an Anti-FLAG (Sigma-Aldrich M2) antibody that recognizes a FLAG tag on ESR1.","MACS2 was used to call peaks with a p-value cutoff of 1*10-10 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE132426, GSE132430",0,GSM3863228_WTClone1_Rep2_DMSO_stringent_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863228/suppl/GSM3863228_WTClone1_Rep2_DMSO_stringent_peaks.narrowPeak.gz,WTClone1_Rep2_DMSO (ChIP-seq),701570,NARROWPEAK,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998542,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 1,WT ESR1,0.1% DMSO,1 hr,,hg19,narrowPeak files (from MACS2),-m 1 -t --best -q -S -I 32 -e 80 -n 2.,"Anti-FLAG (Sigma-Aldrich M2, lot# SLBX2256) antibody that recognizes FLAG tag on ESR1"
GSE132430,WTClone1_Rep2_DMSO (ChIP-seq),GSM3863228,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,Media was changed 1 day prior to inductions and Ishikawa ESR1 mutant and wildtype clonal cell lines were induced with DMSO or 10 nM E2 for one hour.,"Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"Fixation was performed by treating cells with 1% formaldehyde for 10 minutes at room temperature. The cross-linking reaction was stopped with the addition of glycine to a final concentration of 125 mM. Cells were then washed with cold PBS and harvested via cell scraping in Farnham lysis buffer supplemented with protease inhibitors., Chromatin immunoprecipitation was performed as previously described (Reddy et al. Genome Research 2009) with an Anti-FLAG (Sigma-Aldrich M2) antibody that recognizes a FLAG tag on ESR1.","MACS2 was used to call peaks with a p-value cutoff of 1*10-10 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE132426, GSE132430",0,GSM3863228_WTClone1_Rep2_DMSO_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863228/suppl/GSM3863228_WTClone1_Rep2_DMSO_stringent_treat_pileup_sorted.bedgraph.gz,WTClone1_Rep2_DMSO (ChIP-seq),174966445,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998542,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 1,WT ESR1,0.1% DMSO,1 hr,,hg19,narrowPeak files (from MACS2),-m 1 -t --best -q -S -I 32 -e 80 -n 2.,"Anti-FLAG (Sigma-Aldrich M2, lot# SLBX2256) antibody that recognizes FLAG tag on ESR1"
GSE132430,WTClone2_Rep1_E2 (ChIP-seq),GSM3863229,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,Media was changed 1 day prior to inductions and Ishikawa ESR1 mutant and wildtype clonal cell lines were induced with DMSO or 10 nM E2 for one hour.,"Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"Fixation was performed by treating cells with 1% formaldehyde for 10 minutes at room temperature. The cross-linking reaction was stopped with the addition of glycine to a final concentration of 125 mM. Cells were then washed with cold PBS and harvested via cell scraping in Farnham lysis buffer supplemented with protease inhibitors., Chromatin immunoprecipitation was performed as previously described (Reddy et al. Genome Research 2009) with an Anti-FLAG (Sigma-Aldrich M2) antibody that recognizes a FLAG tag on ESR1.","MACS2 was used to call peaks with a p-value cutoff of 1*10-10 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE132426, GSE132430",0,GSM3863229_WTClone2_Rep1_E2_stringent_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863229/suppl/GSM3863229_WTClone2_Rep1_E2_stringent_peaks.narrowPeak.gz,WTClone2_Rep1_E2 (ChIP-seq),161409,NARROWPEAK,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998569,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 2,WT ESR1,10nM E2,1 hr,,hg19,narrowPeak files (from MACS2),-m 1 -t --best -q -S -I 32 -e 80 -n 2.,"Anti-FLAG (Sigma-Aldrich M2, lot# SLBX2256) antibody that recognizes FLAG tag on ESR1"
GSE132430,WTClone2_Rep1_E2 (ChIP-seq),GSM3863229,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,Media was changed 1 day prior to inductions and Ishikawa ESR1 mutant and wildtype clonal cell lines were induced with DMSO or 10 nM E2 for one hour.,"Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"Fixation was performed by treating cells with 1% formaldehyde for 10 minutes at room temperature. The cross-linking reaction was stopped with the addition of glycine to a final concentration of 125 mM. Cells were then washed with cold PBS and harvested via cell scraping in Farnham lysis buffer supplemented with protease inhibitors., Chromatin immunoprecipitation was performed as previously described (Reddy et al. Genome Research 2009) with an Anti-FLAG (Sigma-Aldrich M2) antibody that recognizes a FLAG tag on ESR1.","MACS2 was used to call peaks with a p-value cutoff of 1*10-10 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE132426, GSE132430",0,GSM3863229_WTClone2_Rep1_E2_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863229/suppl/GSM3863229_WTClone2_Rep1_E2_stringent_treat_pileup_sorted.bedgraph.gz,WTClone2_Rep1_E2 (ChIP-seq),347213776,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998569,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 2,WT ESR1,10nM E2,1 hr,,hg19,narrowPeak files (from MACS2),-m 1 -t --best -q -S -I 32 -e 80 -n 2.,"Anti-FLAG (Sigma-Aldrich M2, lot# SLBX2256) antibody that recognizes FLAG tag on ESR1"
GSE132430,WTClone2_Rep1_DMSO (ChIP-seq),GSM3863230,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,Media was changed 1 day prior to inductions and Ishikawa ESR1 mutant and wildtype clonal cell lines were induced with DMSO or 10 nM E2 for one hour.,"Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"Fixation was performed by treating cells with 1% formaldehyde for 10 minutes at room temperature. The cross-linking reaction was stopped with the addition of glycine to a final concentration of 125 mM. Cells were then washed with cold PBS and harvested via cell scraping in Farnham lysis buffer supplemented with protease inhibitors., Chromatin immunoprecipitation was performed as previously described (Reddy et al. Genome Research 2009) with an Anti-FLAG (Sigma-Aldrich M2) antibody that recognizes a FLAG tag on ESR1.","MACS2 was used to call peaks with a p-value cutoff of 1*10-10 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE132426, GSE132430",0,GSM3863230_WTClone2_Rep1_DMSO_stringent_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863230/suppl/GSM3863230_WTClone2_Rep1_DMSO_stringent_peaks.narrowPeak.gz,WTClone2_Rep1_DMSO (ChIP-seq),1468,NARROWPEAK,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998568,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 2,WT ESR1,0.1% DMSO,1 hr,,hg19,narrowPeak files (from MACS2),-m 1 -t --best -q -S -I 32 -e 80 -n 2.,"Anti-FLAG (Sigma-Aldrich M2, lot# SLBX2256) antibody that recognizes FLAG tag on ESR1"
GSE132430,WTClone2_Rep1_DMSO (ChIP-seq),GSM3863230,Public on Jun 11 2019,Jun 10 2019,Jun 12 2019,SRA,1,Endometrioid adenocarcinoma,Homo sapiens,9606,Media was changed 1 day prior to inductions and Ishikawa ESR1 mutant and wildtype clonal cell lines were induced with DMSO or 10 nM E2 for one hour.,"Ishikawa ESR1 LBD mutant and wildtype cells were cultured in full media: RPMI-1640 with 10% fetal bovine serum and 1% penicillin-streptomycin. Cells were incubated at 37°C with 5% CO2 for the duration of all experiments. At least 5 days prior to inductions, cells were placed in hormone deprived media: phenol-red free RPMI-1640 media (Thermo Fisher Scientific), since phenol-red is estrogenic, with 10% charcoal-dextran stripped fetal bovine serum (Thermo Fisher Scientific) and 1% penicillin-streptomycin.",genomic DNA,"Fixation was performed by treating cells with 1% formaldehyde for 10 minutes at room temperature. The cross-linking reaction was stopped with the addition of glycine to a final concentration of 125 mM. Cells were then washed with cold PBS and harvested via cell scraping in Farnham lysis buffer supplemented with protease inhibitors., Chromatin immunoprecipitation was performed as previously described (Reddy et al. Genome Research 2009) with an Anti-FLAG (Sigma-Aldrich M2) antibody that recognizes a FLAG tag on ESR1.","MACS2 was used to call peaks with a p-value cutoff of 1*10-10 and a mfold parameter between 15 and 100. MACS2 also generated normalized bedgraphs., Differential binding sites were identified by using DESeq2 to compare counts per million.",GPL16791,"Jason,,Gertz",jay.gertz@hci.utah.edu,Gertz,Oncological Sciences,University of Utah,2000 Circle of Hope,Salt Lake CIty,Utah,84112,USA,Illumina HiSeq 2500,ChIP,genomic,ChIP-Seq,"GSE132426, GSE132430",0,GSM3863230_WTClone2_Rep1_DMSO_stringent_treat_pileup_sorted.bedgraph.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3863nnn/GSM3863230/suppl/GSM3863230_WTClone2_Rep1_DMSO_stringent_treat_pileup_sorted.bedgraph.gz,WTClone2_Rep1_DMSO (ChIP-seq),137541763,BEDGRAPH,https://www.ncbi.nlm.nih.gov/biosample/SAMN11998568,https://www.ncbi.nlm.nih.gov/sra?term,Ishikawa WT ESR1 clone 2,WT ESR1,0.1% DMSO,1 hr,,hg19,narrowPeak files (from MACS2),-m 1 -t --best -q -S -I 32 -e 80 -n 2.,"Anti-FLAG (Sigma-Aldrich M2, lot# SLBX2256) antibody that recognizes FLAG tag on ESR1"
