GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Sample_treatment_protocol_ch1,BioSample,SRA,disease,germ layer,Transcript abundances were  quantified using kallisto (version 0.43.0; non-default parameters,"To visualize RNA-seq data as signal tracks, down-sampled FASTQ files were aligned to the hg19 genome using HiSat2 (version 2.0.5; non-default parameters",Genome_build,Adaptor sequences were trimmed using cutadapt in paired-end mode (non-default parameters,peaks were called using MACS28 (non-default parameters,Illumina TruSeq adaptor sequences were trimmed using cutadapt in paired-end mode (non-default parameters,Supplementary_files_format_and_content,Reads were aligned to hg19 using bowtie (version 0.12.8; non-default parameters
GSE134745,H3K27ac_HT1197-2,GSM3965516,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,urinary bladder,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965516_H3K27ac_HT1197-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965516/suppl/GSM3965516_H3K27ac_HT1197-2.bw,H3K27ac_HT1197-2,1148732921,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345741,https://www.ncbi.nlm.nih.gov/sra?term,carcinoma,Endoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_HT-1376-1,GSM3965517,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,urinary bladder,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965517_H3K27ac_HT-1376-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965517/suppl/GSM3965517_H3K27ac_HT-1376-1.bw,H3K27ac_HT-1376-1,1179061274,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345740,https://www.ncbi.nlm.nih.gov/sra?term,carcinoma,Endoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_HT-1376-2,GSM3965518,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,urinary bladder,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965518_H3K27ac_HT-1376-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965518/suppl/GSM3965518_H3K27ac_HT-1376-2.bw,H3K27ac_HT-1376-2,1314248505,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345739,https://www.ncbi.nlm.nih.gov/sra?term,carcinoma,Endoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_hTERT-HME1-1,GSM3965519,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,mammary gland,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965519_H3K27ac_hTERT-HME1-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965519/suppl/GSM3965519_H3K27ac_hTERT-HME1-1.bw,H3K27ac_hTERT-HME1-1,1588350421,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345738,https://www.ncbi.nlm.nih.gov/sra?term,Immortalized with hTERT,Ectoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_hTERT-HME1-2,GSM3965520,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,mammary gland,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965520_H3K27ac_hTERT-HME1-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965520/suppl/GSM3965520_H3K27ac_hTERT-HME1-2.bw,H3K27ac_hTERT-HME1-2,1452005395,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345737,https://www.ncbi.nlm.nih.gov/sra?term,Immortalized with hTERT,Ectoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_Jurkat-1,GSM3965521,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,T lymphocyte,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965521_H3K27ac_Jurkat-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965521/suppl/GSM3965521_H3K27ac_Jurkat-1.bw,H3K27ac_Jurkat-1,1553634451,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345736,https://www.ncbi.nlm.nih.gov/sra?term,acute T cell leukemia,Mesoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_Jurkat-2,GSM3965522,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,T lymphocyte,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965522_H3K27ac_Jurkat-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965522/suppl/GSM3965522_H3K27ac_Jurkat-2.bw,H3K27ac_Jurkat-2,1442206564,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345735,https://www.ncbi.nlm.nih.gov/sra?term,acute T cell leukemia,Mesoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_K1-1,GSM3965523,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,Thryoid,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965523_H3K27ac_K1-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965523/suppl/GSM3965523_H3K27ac_K1-1.bw,H3K27ac_K1-1,1547985869,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345734,https://www.ncbi.nlm.nih.gov/sra?term,papillary thyroid carcinoma,Endoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_K1-2,GSM3965524,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,Thryoid,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965524_H3K27ac_K1-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965524/suppl/GSM3965524_H3K27ac_K1-2.bw,H3K27ac_K1-2,1455145879,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345733,https://www.ncbi.nlm.nih.gov/sra?term,papillary thyroid carcinoma,Endoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_K562-1,GSM3965525,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,bone marrow,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965525_H3K27ac_K562-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965525/suppl/GSM3965525_H3K27ac_K562-1.bw,H3K27ac_K562-1,944497768,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345777,https://www.ncbi.nlm.nih.gov/sra?term,chronic myelogenous leukemia,Mesoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_K562-2,GSM3965526,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,bone marrow,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965526_H3K27ac_K562-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965526/suppl/GSM3965526_H3K27ac_K562-2.bw,H3K27ac_K562-2,814533881,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345776,https://www.ncbi.nlm.nih.gov/sra?term,chronic myelogenous leukemia,Mesoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_KU19-1,GSM3965527,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,urinary bladder transitional cell,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965527_H3K27ac_KU19-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965527/suppl/GSM3965527_H3K27ac_KU19-1.bw,H3K27ac_KU19-1,1502771992,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345775,https://www.ncbi.nlm.nih.gov/sra?term,carcinoma,Endoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_KU19-2,GSM3965528,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,urinary bladder transitional cell,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965528_H3K27ac_KU19-2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965528/suppl/GSM3965528_H3K27ac_KU19-2.bw,H3K27ac_KU19-2,1542513370,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345774,https://www.ncbi.nlm.nih.gov/sra?term,carcinoma,Endoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
GSE134745,H3K27ac_LX-1,GSM3965529,Public on Jul 23 2020,Jul 23 2019,Jul 23 2020,SRA,1,Liver cell,Homo sapiens,9606,All cell lines were cultured following the manufacturer’s recommendations,genomic DNA,"Nuclear lysates were sonicated using a Branson 250 Sonifier (power setting 2, 100% duty cycle for 7 x 30-s intervals). Clarified lysates corresponding to 20 million cells were treated with 1-5ug of antibody against H3K27ac [Abcam #4729]) coupled to Protein G Dynabeads (Life Technologies #10003D, New York). The protein-DNA complexes were washed with RIPA buffer and eluted in 1% SDS TE at 65 °C, ChIP DNA sequencing libraries were generated according to Illumina DNA  TruSeq DNA Sample Preparation Kit Instructions (Illumina Part # FC-121-2001, San Diego,  CA).",,GPL11154,"Fabian,,Grubert",fabian.grubert@stanford.edu,Stanford University,300 Pasteur Drive,Stanford,94305,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE134744, GSE134745",0,GSM3965529_H3K27ac_LX-1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3965nnn/GSM3965529/suppl/GSM3965529_H3K27ac_LX-1.bw,H3K27ac_LX-1,1578484654,BW,Cells were crosslinked with formaldehyde at a final concentration of 1% for 10 minutes at room temperature. The reaction was quenched with Glycine at a final concentration of 125mM,https://www.ncbi.nlm.nih.gov/biosample/SAMN12345773,https://www.ncbi.nlm.nih.gov/sra?term,normal,Endoderm,,,hg19,,-q 0.01). Peaks across all samples were combined and overlapping peaks were merged to form a single interval spanning all overlapping peaks. Peaks seen in <2 samples and peaks overlapping ENCODE blacklisted regions [https://sites.google.com/site/anshulkundaje/projects/blacklists]  were removed from further consideration,-q 15 -O 4 -m 20),,-m 1 --fr --chunkmbs 500 -n 2 -l 50 --mapq 40 –best) after which duplicate reads were removed using Picard MarkDuplicates
