GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_description,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,source type,Genome_build,BioSample,source_type,chip antibody,Supplementary_files_format_and_content,SRA
GSE94278,FLI1 ChIP-seq in MSC2 infected with control,GSM2472096,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC2,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC2.control.FLI1,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472096_MSC2.control.FLI1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472096/suppl/GSM2472096_MSC2.control.FLI1.bw,FLI1 ChIP-seq in MSC2 infected with control,139268741,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281752,primary tissue,FLI1 (ABCAM #ab15289),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,H3K27ac ChIP-seq in MSC2 infected with control,GSM2472097,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC2,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC2.control.H3K27ac,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472097_MSC2.control.H3K27ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472097/suppl/GSM2472097_MSC2.control.H3K27ac.bw,H3K27ac ChIP-seq in MSC2 infected with control,58521521,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281751,primary tissue,H3K27ac (Active Motif #39133),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,BAF155 ChIP-seq in MSC2 infected with EWS(YS37)-FLI1,GSM2472098,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC2,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC2.EWS.YS37.FLI1.BAF155,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472098_MSC2.EWS.YS37.FLI1.BAF155.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472098/suppl/GSM2472098_MSC2.EWS.YS37.FLI1.BAF155.bw,BAF155 ChIP-seq in MSC2 infected with EWS(YS37)-FLI1,171889995,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281750,primary tissue,BAF155 (generated in-house epitope,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,FLI1 ChIP-seq in MSC2 infected with EWS(YS37)-FLI1,GSM2472099,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC2,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC2.EWS.YS37.FLI1.FLI1,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472099_MSC2.EWS.YS37.FLI1.FLI1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472099/suppl/GSM2472099_MSC2.EWS.YS37.FLI1.FLI1.bw,FLI1 ChIP-seq in MSC2 infected with EWS(YS37)-FLI1,259021755,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281749,primary tissue,FLI1 (ABCAM #ab15289),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,H3K27ac ChIP-seq in MSC2 infected with EWS(YS37)-FLI1,GSM2472100,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC2,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC2.EWS.YS37.FLI1.H3K27ac,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472100_MSC2.EWS.YS37.FLI1.H3K27ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472100/suppl/GSM2472100_MSC2.EWS.YS37.FLI1.H3K27ac.bw,H3K27ac ChIP-seq in MSC2 infected with EWS(YS37)-FLI1,121845399,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281741,primary tissue,H3K27ac (Active Motif #39133),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,BAF155 ChIP-seq in MSC2 infected with EWSFLI1,GSM2472101,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC2,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC2.EWSFLI1.BAF155,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472101_MSC2.EWSFLI1.BAF155.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472101/suppl/GSM2472101_MSC2.EWSFLI1.BAF155.bw,BAF155 ChIP-seq in MSC2 infected with EWSFLI1,241065383,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281748,primary tissue,BAF155 (generated in-house epitope,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,FLI1 ChIP-seq in MSC2 infected with EWSFLI1,GSM2472102,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC2,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC2.EWSFLI1.FLI1,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472102_MSC2.EWSFLI1.FLI1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472102/suppl/GSM2472102_MSC2.EWSFLI1.FLI1.bw,FLI1 ChIP-seq in MSC2 infected with EWSFLI1,96358968,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281747,primary tissue,FLI1 (ABCAM #ab15289),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,H3K27ac ChIP-seq in MSC2 infected with EWSFLI1,GSM2472103,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC2,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC2.EWSFLI1.H3K27ac,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472103_MSC2.EWSFLI1.H3K27ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472103/suppl/GSM2472103_MSC2.EWSFLI1.H3K27ac.bw,H3K27ac ChIP-seq in MSC2 infected with EWSFLI1,78800809,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281746,primary tissue,H3K27ac (Active Motif #39133),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,BAF155 ChIP-seq in MSC3 infected with control,GSM2472104,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC3,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC3.control.BAF155,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472104_MSC3.control.BAF155.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472104/suppl/GSM2472104_MSC3.control.BAF155.bw,BAF155 ChIP-seq in MSC3 infected with control,272134508,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281745,primary tissue,BAF155 (generated in-house epitope,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,FLI1 ChIP-seq in MSC3 infected with control,GSM2472105,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC3,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC3.control.FLI1,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472105_MSC3.control.FLI1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472105/suppl/GSM2472105_MSC3.control.FLI1.bw,FLI1 ChIP-seq in MSC3 infected with control,156655989,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281744,primary tissue,FLI1 (ABCAM #ab15289),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,H3K27ac ChIP-seq in MSC3 infected with control,GSM2472106,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC3,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC3.control.H3K27ac,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472106_MSC3.control.H3K27ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472106/suppl/GSM2472106_MSC3.control.H3K27ac.bw,H3K27ac ChIP-seq in MSC3 infected with control,203466445,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281743,primary tissue,H3K27ac (Active Motif #39133),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,BAF155 ChIP-seq in MSC3 infected with EWSFLI1,GSM2472107,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC3,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC3.EWSFLI1.BAF155,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472107_MSC3.EWSFLI1.BAF155.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472107/suppl/GSM2472107_MSC3.EWSFLI1.BAF155.bw,BAF155 ChIP-seq in MSC3 infected with EWSFLI1,295773198,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281742,primary tissue,BAF155 (generated in-house epitope,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,FLI1 ChIP-seq in MSC3 infected with EWSFLI1,GSM2472108,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC3,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC3.EWSFLI1.FLI1,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472108_MSC3.EWSFLI1.FLI1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472108/suppl/GSM2472108_MSC3.EWSFLI1.FLI1.bw,FLI1 ChIP-seq in MSC3 infected with EWSFLI1,168416080,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281740,primary tissue,FLI1 (ABCAM #ab15289),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,H3K27ac ChIP-seq in MSC3 infected with EWSFLI1,GSM2472109,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC3,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC3.EWSFLI1.H3K27ac,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472109_MSC3.EWSFLI1.H3K27ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472109/suppl/GSM2472109_MSC3.EWSFLI1.H3K27ac.bw,H3K27ac ChIP-seq in MSC3 infected with EWSFLI1,193007156,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281739,primary tissue,H3K27ac (Active Motif #39133),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,BAF155 ChIP-seq in MSC3 infected with SYGQ2-FLI1,GSM2472110,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC3,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC3.SYGQ2.FLI1.BAF155,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472110_MSC3.SYGQ2.FLI1.BAF155.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472110/suppl/GSM2472110_MSC3.SYGQ2.FLI1.BAF155.bw,BAF155 ChIP-seq in MSC3 infected with SYGQ2-FLI1,325497396,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281738,primary tissue,BAF155 (generated in-house epitope,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,FLI1 ChIP-seq in MSC3 infected with SYGQ2-FLI1,GSM2472111,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC3,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC3.SYGQ2.FLI1.FLI1,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472111_MSC3.SYGQ2.FLI1.FLI1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472111/suppl/GSM2472111_MSC3.SYGQ2.FLI1.FLI1.bw,FLI1 ChIP-seq in MSC3 infected with SYGQ2-FLI1,246300857,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281737,primary tissue,FLI1 (ABCAM #ab15289),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,H3K27ac ChIP-seq in MSC3 infected with SYGQ2-FLI1,GSM2472112,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC3,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC3.SYGQ2.FLI1.H3K27ac,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472112_MSC3.SYGQ2.FLI1.H3K27ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472112/suppl/GSM2472112_MSC3.SYGQ2.FLI1.H3K27ac.bw,H3K27ac ChIP-seq in MSC3 infected with SYGQ2-FLI1,163129474,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281736,primary tissue,H3K27ac (Active Motif #39133),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
