GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,treatment,cell line,cell type,"For ChIP, Cells were washed in phosphate-buffered saline (PBS) and crosslinked with 1% Formaldehyde for 10 minutes (H3K27Ac) or crosslinked with two agents startingwith 2 mM DSG (Pierce) for 45 min at RT, followed by 1 ml 1% Formaldehyde for 10 min (YAP and TEAD4). Crosslinked Cell lines were quenched with 0.125 M glycine for 5 min at room temperature. After quenching, the material was resuspended in 1% SDS (50 mM Tris-HCl pH8, 10 mM EDTA) and sonicated for 5 minutes with a Covaris E220 instrument, 5% duty cycle, 140 Peak Incident Power, 200 Cycles per burst, in 1ml AFA Fiber milliTUBEs. Soluble chromatin was immunoprecipitated with 10 μg of H3K27ac antibody, 7 μg of YAP antibody, 1.5 μg of SLUG antibody, or 1.5 μg of TEAD antibody. 5 µg of chromatin was used for H3K27Ac ChIP, and 40 µg for YAP, TEAD4 and SLUG ChIPs. For ATAC-seq, 50000 cells / sample were resuspended in 1 ml of cold ATAC-seq resuspension buffer (RSB; 10 mM Tris-HCl pH 7.4, 10 mM NaCl, and 3 mM MgCl2 in water). Cells were centrifuged at max speed for 5 min in a pre-chilled (4 C) fixed-angle centrifuge. After centrifugation supernatant was carefully aspirated.  Cell pellets were then resuspended in 50 μl of ATAC-seq RSB containing 0.1% NP40, 0.1% Tween-20, and 0.01% digitonin by pipetting up and down three times. This cell lysis reaction was incubated on ice for 3 min. After lysis, 1 ml of ATAC-seq RSB containing 0.1% Tween-20 (without NP40 or digitonin) was added, and the tubes were inverted to mix. Nuclei were then centrifuged for 5 min at max speed in a pre-chilled (4 C) fixed-angle centrifuge. Supernatant was removed and nuclei were resuspended in 50 μl of transposition mix (Corces et al., 2017)",Genome_build,Supplementary_files_format_and_content,BioSample,SRA,Single cell isolation form tumors,Cell preparation,chip antibody,condition,tissue
GSE131604,DMSO_2DF_Slug,GSM3813977,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE131604, GSE131687",0,GSM3813977_DMSO_2DF_Slug.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813977/suppl/GSM3813977_DMSO_2DF_Slug.rep1_treat_pileup.bw,DMSO_2DF_Slug,243398733,BW,DMSO,PC9,Non-small cell lung cancer cell line,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840185,https://www.ncbi.nlm.nih.gov/sra?term,,,Slug (Cell signaling #9585),,
GSE131604,DMSO_2DF_TEAD4,GSM3813978,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE131604, GSE131687",0,GSM3813978_DMSO_2DF_TEAD4.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813978/suppl/GSM3813978_DMSO_2DF_TEAD4.rep1_treat_pileup.bw,DMSO_2DF_TEAD4,285779266,BW,DMSO,PC9,Non-small cell lung cancer cell line,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840184,https://www.ncbi.nlm.nih.gov/sra?term,,,"TEAD4 (ab58310, Abcam)",,
GSE131604,DMSO_2DF_YAP,GSM3813979,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE131604, GSE131687",0,GSM3813979_DMSO_2DF_YAP.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813979/suppl/GSM3813979_DMSO_2DF_YAP.rep1_treat_pileup.bw,DMSO_2DF_YAP,261194807,BW,DMSO,PC9,Non-small cell lung cancer cell line,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840183,https://www.ncbi.nlm.nih.gov/sra?term,,,YAP (Cell signaling #14074),,
GSE131604,DMSO_2F_H3K27ac,GSM3813980,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE131604, GSE131687",0,GSM3813980_DMSO_2F_H3K27ac.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813980/suppl/GSM3813980_DMSO_2F_H3K27ac.rep1_treat_pileup.bw,DMSO_2F_H3K27ac,259053835,BW,DMSO,PC9,Non-small cell lung cancer cell line,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840182,https://www.ncbi.nlm.nih.gov/sra?term,,,H3K27ac (Diagenode cat# C15410196),,
GSE131604,48h_2DF_Slug,GSM3813981,Public on Jan 13 2020,May 23 2019,Jan 13 2020,SRA,1,PC9,Homo sapiens,9606,"For ChIP, Cells were treated either with DMSO or with the combination of 100 nM osimertinib and 30nM trametinib for 48h. Cells were trypsinized, and cryopreserved in FBS + 8% DMSO in -80C until processing. For ATAC-seq, cells were treated with DMSO, 100 nM osimertinib or with the combination of 100 nM osimertinib and 30nM trametinib. DMSO-treated control cells were harvested 24h later. Osimertinib and osimertinib/trametinib treated cells were harvested after 2 weeks of treatment. Rebound samples were obtained by withdrawing drugs from three additional osimertinib/trametinib-treated plates and harvesting the cells once the plates reached 60-70% confluence. Cells were trypsinized at timepoints, and cryopreserved in FBS + 8% DMSO in -80C until processing.",Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin,genomic DNA,"ChIP-seq libraries were constructed using Accel-NGS 2S DNA library kit from Swift Biosciences. ATAC-seq libraries were amplified as described previously (Buenrostro et al., 2015).","Illumina Casava1.7 software used for basecalling., Reads were aligned to hg19 using BWA., For peak calling MACS2 was used.",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE131604, GSE131687",0,GSM3813981_48h_2DF_Slug.rep1_treat_pileup.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3813nnn/GSM3813981/suppl/GSM3813981_48h_2DF_Slug.rep1_treat_pileup.bw,48h_2DF_Slug,320213043,BW,osimertinib + strametinib,PC9,Non-small cell lung cancer cell line,"2.5 μl transposase (100 nM final), 16.5 μl PBS, 0.5 μl 1% digitonin, 0.5 μl 10% Tween-20, and 5 μl water) by pipetting up and down six times. Transposition reactions were incubated at 37 C for 30 min in a thermomixer with shaking at 1,000 r.p.m. Reactions were cleaned up with Qiagen columns.",hg19,bw files were generated using MACS2 using the chilin pipeline,https://www.ncbi.nlm.nih.gov/biosample/SAMN11840181,https://www.ncbi.nlm.nih.gov/sra?term,,,Slug (Cell signaling #9585),,
GSE131604,Single cell mRNA-seq_PC9_DMSO_invitro,GSM4116265,Public on Jan 13 2020,Oct 10 2019,Jan 13 2020,SRA,1,EGFR-mutant NSCLC cell line,Homo sapiens,9606,Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin. Cells were treated with 0.1% DMSO for 48h.,,polyA RNA,Single-cell RNA libraries were generated using the Single Cell 3’ Reagent Kit (10X Genomics) per user guide.  Quality control of the completed libraries was performed using Bioanalyzer High Sensitivity DNA Kit (Agilent),"cellranger 3.0.2 was used to process bcl files and convert them all to fastq files followed by aligning the fastq files to human GRCh38 transcriptome using standard cellranger pipeline, The filtered features matrix was used to perform downstream  analysis using Seurat V3. The following preprocessings were performed. First we filtered out cells with mitochondria percentages greater than 20 or expressed less than  200 genes, Raw counts was normalized using LogNormalize method with scaling factor 10000",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE131604, GSE138693",0,GSM4116265_PC9_1_invitro_normalized.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4116nnn/GSM4116265/suppl/GSM4116265_PC9_1_invitro_normalized.txt.gz,Single cell mRNA-seq_PC9_DMSO_invitro,50921550,TXT,DMSO,PC9,,,GRCh38,"tab deliminated, row names and column names corresponding to gene name amd cell barcodes, respectivley.",https://www.ncbi.nlm.nih.gov/biosample/SAMN13008991,https://www.ncbi.nlm.nih.gov/sra?term,,"Cells were washed twice, trypsinized, and loaded onto a 10X Chromium instrument (10X Genomics) per the manufacturer’s instructions.",,in vitro,EGFR-mutant NSCLC cell line
GSE131604,Single cell mRNA-seq_PC9_OSI_TRAM_invitro,GSM4116266,Public on Jan 13 2020,Oct 10 2019,Jan 13 2020,SRA,1,EGFR-mutant NSCLC cell line,Homo sapiens,9606,Cells were grown in RPMI-1640 supplemented with 10% FBS and 1% penicillin/streptomycin. Cells were treated with 100nM osimertinib and 30nM trametinib for three weeks.,,polyA RNA,Single-cell RNA libraries were generated using the Single Cell 3’ Reagent Kit (10X Genomics) per user guide.  Quality control of the completed libraries was performed using Bioanalyzer High Sensitivity DNA Kit (Agilent),"cellranger 3.0.2 was used to process bcl files and convert them all to fastq files followed by aligning the fastq files to human GRCh38 transcriptome using standard cellranger pipeline, The filtered features matrix was used to perform downstream  analysis using Seurat V3. The following preprocessings were performed. First we filtered out cells with mitochondria percentages greater than 20 or expressed less than  200 genes, Raw counts was normalized using LogNormalize method with scaling factor 10000",GPL18573,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE131604, GSE138693",0,GSM4116266_PC9_3_invitro_normalized.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4116nnn/GSM4116266/suppl/GSM4116266_PC9_3_invitro_normalized.txt.gz,Single cell mRNA-seq_PC9_OSI_TRAM_invitro,47382396,TXT,osimertinib + trametinib,PC9,,,GRCh38,"tab deliminated, row names and column names corresponding to gene name amd cell barcodes, respectivley.",https://www.ncbi.nlm.nih.gov/biosample/SAMN13008989,https://www.ncbi.nlm.nih.gov/sra?term,,"Cells were washed twice, trypsinized, and loaded onto a 10X Chromium instrument (10X Genomics) per the manufacturer’s instructions.",,in vitro,EGFR-mutant NSCLC cell line
GSE131604,Single cell mRNA-seq_PC9_DMSO_invivo,GSM4116267,Public on Jan 13 2020,Oct 10 2019,Jan 13 2020,SRA,1,EGFR-mutant NSCLC cell line,Homo sapiens,9606,"PC-9 were harvested and 5 x 106 cells with 50% Matrigel (Fisher Scientific) were implanted subcutaneously in the right flank of the NCr nude mice. Tumors were allowed to establish to 200 ± 50 mm3 in size before randomization using Studylog software (San Francisco, CA) into treatment groups. Mice received 0.5% HPMC with 0.2% Tween 80 administered orally. Mice were treated for 21 days, after which the tumors were harvested.",,polyA RNA,Single-cell RNA libraries were generated using the Single Cell 3’ Reagent Kit (10X Genomics) per user guide.  Quality control of the completed libraries was performed using Bioanalyzer High Sensitivity DNA Kit (Agilent),"cellranger 3.0.2 was used to process bcl files and convert them all to fastq files followed by aligning the fastq files to human GRCh38 transcriptome using standard cellranger pipeline, The filtered features matrix was used to perform downstream  analysis using Seurat V3. The following preprocessings were performed. First we filtered out cells with mitochondria percentages greater than 20 or expressed less than  200 genes, Raw counts was normalized using LogNormalize method with scaling factor 10000",GPL11154,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,"GSE131604, GSE138693",0,GSM4116267_PC9_1_invivo_normalized.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4116nnn/GSM4116267/suppl/GSM4116267_PC9_1_invivo_normalized.txt.gz,Single cell mRNA-seq_PC9_DMSO_invivo,32491514,TXT,Vehicle,PC9,,,GRCh38,"tab deliminated, row names and column names corresponding to gene name amd cell barcodes, respectivley.",https://www.ncbi.nlm.nih.gov/biosample/SAMN13008988,https://www.ncbi.nlm.nih.gov/sra?term,Fresh tumor specimens (n,,,in vivo,EGFR-mutant NSCLC cell line
GSE131604,Single cell mRNA-seq_PC9_OSI_invivo,GSM4116268,Public on Jan 13 2020,Oct 10 2019,Jan 13 2020,SRA,1,EGFR-mutant NSCLC cell line,Homo sapiens,9606,"PC-9 were harvested and 5 x 106 cells with 50% Matrigel (Fisher Scientific) were implanted subcutaneously in the right flank of the NCr nude mice. Tumors were allowed to establish to 200 ± 50 mm3 in size before randomization using Studylog software (San Francisco, CA) into treatment groups (3 mice / group). Osimertinib (10 mg/kg once daily) was administered orally as a suspension using 0.5% hydroxypropyl methylcellulose (HPMC; Sigma, St. Louis, MO). Mice were treated for 21 days, after which the tumors were harvested.",,polyA RNA,Single-cell RNA libraries were generated using the Single Cell 3’ Reagent Kit (10X Genomics) per user guide.  Quality control of the completed libraries was performed using Bioanalyzer High Sensitivity DNA Kit (Agilent),"cellranger 3.0.2 was used to process bcl files and convert them all to fastq files followed by aligning the fastq files to human GRCh38 transcriptome using standard cellranger pipeline, The filtered features matrix was used to perform downstream  analysis using Seurat V3. The following preprocessings were performed. First we filtered out cells with mitochondria percentages greater than 20 or expressed less than  200 genes, Raw counts was normalized using LogNormalize method with scaling factor 10000",GPL11154,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,"GSE131604, GSE138693",0,GSM4116268_PC9_2_invivo_normalized.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4116nnn/GSM4116268/suppl/GSM4116268_PC9_2_invivo_normalized.txt.gz,Single cell mRNA-seq_PC9_OSI_invivo,25859987,TXT,osimertinib,PC9,,,GRCh38,"tab deliminated, row names and column names corresponding to gene name amd cell barcodes, respectivley.",https://www.ncbi.nlm.nih.gov/biosample/SAMN13008986,https://www.ncbi.nlm.nih.gov/sra?term,Fresh tumor specimens (n,,,in vivo,EGFR-mutant NSCLC cell line
GSE131604,Single cell mRNA-seq_PC9_OSI-TRAM_invivo,GSM4116269,Public on Jan 13 2020,Oct 10 2019,Jan 13 2020,SRA,1,EGFR-mutant NSCLC cell line,Homo sapiens,9606,"PC-9 were harvested and 5 x 106 cells with 50% Matrigel (Fisher Scientific) were implanted subcutaneously in the right flank of the NCr nude mice. Tumors were allowed to establish to 200 ± 50 mm3 in size before randomization using Studylog software (San Francisco, CA) into treatment groups (3 mice / group). Osimertinib (10 mg/kg once daily) and trametinib (1 mg/kg once daily) were administered orally as a suspension using 0.5% hydroxypropyl methylcellulose (HPMC; Sigma, St. Louis, MO) or 0.5% HPMC with 0.2% Tween 80 as vehicle, respectively. Mice were treated for 21 days, after which the tumors were harvested.",,polyA RNA,Single-cell RNA libraries were generated using the Single Cell 3’ Reagent Kit (10X Genomics) per user guide.  Quality control of the completed libraries was performed using Bioanalyzer High Sensitivity DNA Kit (Agilent),"cellranger 3.0.2 was used to process bcl files and convert them all to fastq files followed by aligning the fastq files to human GRCh38 transcriptome using standard cellranger pipeline, The filtered features matrix was used to perform downstream  analysis using Seurat V3. The following preprocessings were performed. First we filtered out cells with mitochondria percentages greater than 20 or expressed less than  200 genes, Raw counts was normalized using LogNormalize method with scaling factor 10000",GPL11154,"Kari,,Kurppa",Dana-Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,"GSE131604, GSE138693",0,GSM4116269_PC9_3_invivo_normalized.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4116nnn/GSM4116269/suppl/GSM4116269_PC9_3_invivo_normalized.txt.gz,Single cell mRNA-seq_PC9_OSI-TRAM_invivo,34141454,TXT,osimertinib + trametinib,PC9,,,GRCh38,"tab deliminated, row names and column names corresponding to gene name amd cell barcodes, respectivley.",https://www.ncbi.nlm.nih.gov/biosample/SAMN13008985,https://www.ncbi.nlm.nih.gov/sra?term,Fresh tumor specimens (n,,,in vivo,EGFR-mutant NSCLC cell line
